The content of the provided images has been converted into Markdown text, combining all pages into a single coherent document.

# INVENTARIZÁCIA A SPOLOČENSKÉ OHODNOTENIE DREVÍN RASTÚCICH MIMO LES
"VRÁTNA VILLAGE - APARTMÁNOVÉ DOMY"

PRÍLOHA Č. 2
Tabuľková časť

---

## Inventarizácia a spoločenské ohodnotenie drevín rastúcich mimo les VRÁTNA VILLAGE - Apartmánové domy

### LOKALITA TZL (stromy)

| Slovensky druh | Latinsky | Skupina | Obvod kmeňa [cm] | Počet [ks] | Hmotnosť rozsah | Zákl. hmotnosť m3 | Výška m | Zdrav. stav | Index a,i | Index aj | Index h,x | Hodnota celkom € |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20 |
| Vŕba rakyta | Salix fragilis | III | 1 | 1 | <10 | 69,00 | 3 | 0 | 1 | 0,9 | 2 | 124,20
